iso3,iso3,country,disaggregation,disagg.value,region,subregion,section,environmental_impacts_land_use,environmental_impacts_freshwater_use,environmental_impacts_ghg_emissions_lifecycle,environmental_impacts_nitrogen_application,environmental_impacts_phosphorus_application,planetary_impacts_Cropland,planetary_impacts_Freshwater,planetary_impacts_Greenhouse gases,planetary_impacts_Nitrogen,planetary_impacts_Phosphorus
ITA,ITA,Italy,food.group,eggs,Europe,Southern Europe,Environmental Impacts,4.42208,0.662751,3.28004,61.4778,7.98767,9.86388,3.88006,3.89095,9.0944,7.03648
ITA,ITA,Italy,food.group,fish,Europe,Southern Europe,Environmental Impacts,1.40209,0.029948,9.01281,5.35172,1.05623,1.2879,0.684099,0.197985,1.58535,1.76856
ITA,ITA,Italy,food.group,fruit_veg,Europe,Southern Europe,Environmental Impacts,11.0723,1.21821,13.499,86.0317,15.8651,22.5943,36.589,4.6856,39.0349,30.2263
ITA,ITA,Italy,food.group,grains,Europe,Southern Europe,Environmental Impacts,33.5669,1.79864,16.7986,196.449,20.3258,47.6341,50.3285,6.95282,81.3298,61.3289
ITA,ITA,Italy,food.group,legumes,Europe,Southern Europe,Environmental Impacts,4.00591,0.144205,0.58856,0.0932774,0.309315,4.82536,2.96314,0.379507,0.00478582,0.0230553
ITA,ITA,Italy,food.group,milk,Europe,Southern Europe,Environmental Impacts,86.9775,0.947978,28.4238,75.1848,21.4311,33.0794,10.2729,76.1562,24.3025,26.6067
ITA,ITA,Italy,food.group,nuts_seeds,Europe,Southern Europe,Environmental Impacts,3.64129,0.190551,0.0547153,18.2636,2.52741,5.73217,3.06336,1.05707,2.68786,2.18014
ITA,ITA,Italy,food.group,oils,Europe,Southern Europe,Environmental Impacts,30.1451,1.71604,10.2361,138.697,19.7382,26.8967,7.78025,5.37877,16.4431,21.8333
ITA,ITA,Italy,food.group,pork_poultry,Europe,Southern Europe,Environmental Impacts,87.2813,2.375863,28.17611,171.438,25.796787,52.3961,12.73396,52.56377,46.9344,37.2208
ITA,ITA,Italy,food.group,roots,Europe,Southern Europe,Environmental Impacts,1.80961,0.0877881,0.895576,5.75404,1.1666,2.04432,1.85778,0.571525,2.30109,2.34008
ITA,ITA,Italy,food.group,sugar,Europe,Southern Europe,Environmental Impacts,2.14932,0.644361,2.74133,24.0511,4.29471,5.53433,28.3471,1.31628,14.6085,11.3521
JAM,JAM,Jamaica,food.group,beef_lamb,Latin America and the Caribbean,Caribbean,Environmental Impacts,7.26741,0.00236742,1.2952379,0.2168113,0.0618241,2.88657,1.020426,82.4244,2.567952,2.295494
JAM,JAM,Jamaica,food.group,eggs,Latin America and the Caribbean,Caribbean,Environmental Impacts,0.0642513,0.00210441,0.0330134,0.348477,0.0615793,2.32734,0.915483,0.918052,2.14578,1.66023
JAM,JAM,Jamaica,food.group,fish,Latin America and the Caribbean,Caribbean,Environmental Impacts,0.111355,0.00164491,0.442164,0.246531,0.0564103,1.01135,0.510252,0.150894,1.29737,1.41099
JAM,JAM,Jamaica,food.group,fruit_veg,Latin America and the Caribbean,Caribbean,Environmental Impacts,0.398113,0.0803199,0.510715,3.72961,0.621523,16.7018,30.3174,4.15344,31.302,24.2795
JAM,JAM,Jamaica,food.group,grains,Latin America and the Caribbean,Caribbean,Environmental Impacts,0.80625,0.0234154,0.344178,5.05807,0.78529,26.7112,25.8499,3.74018,43.8545,33.0715
JAM,JAM,Jamaica,food.group,legumes,Latin America and the Caribbean,Caribbean,Environmental Impacts,0.107537,0.00275735,0.0129644,5.16E-05,0.000170947,2.69824,1.65891,0.212303,0.00119645,0.00576383
JAM,JAM,Jamaica,food.group,milk,Latin America and the Caribbean,Caribbean,Environmental Impacts,0.986707,0.0145502,0.379333,1.14836,0.365456,12.322,3.82661,28.368,9.05261,9.91091
JAM,JAM,Jamaica,food.group,nuts_seeds,Latin America and the Caribbean,Caribbean,Environmental Impacts,0.31288,0.0129568,0.154414,0.152143,0.0208314,9.22853,4.93187,1.70183,4.32734,3.50993
JAM,JAM,Jamaica,food.group,oils,Latin America and the Caribbean,Caribbean,Environmental Impacts,0.184764,0.00255769,0.10121,0.959744,0.267893,8.49179,2.2198,2.70439,5.87265,7.09158
JAM,JAM,Jamaica,food.group,pork_poultry,Latin America and the Caribbean,Caribbean,Environmental Impacts,5.048481,0.12621437,1.100084,0.468534,2.864927,45.27033,16.063216,22.00984,43.74249,35.57904
JAM,JAM,Jamaica,food.group,roots,Latin America and the Caribbean,Caribbean,Environmental Impacts,0.255388,0.00932764,0.1863,0.165799,0.0263935,3.70547,3.36736,1.03593,4.1709,4.24155
JAM,JAM,Jamaica,food.group,sugar,Latin America and the Caribbean,Caribbean,Environmental Impacts,0.218749,0.177844,0.555183,2.2646,0.456098,10.8075,55.3562,2.57044,28.5275,22.1683
JOR,JOR,Jordan,food.group,beef_lamb,Asia,Western Asia,Environmental Impacts,26.98053,0.03053496,3.69541,4.04441,0.886134,5.07481,1.942789,114.2581,4.41318,3.85864
JOR,JOR,Jordan,food.group,eggs,Asia,Western Asia,Environmental Impacts,0.437932,0.0341797,0.329981,5.62026,0.977025,2.99949,1.17988,1.18319,2.7655,2.13971
JOR,JOR,Jordan,food.group,fish,Asia,Western Asia,Environmental Impacts,0.131844,0.00129433,0.327103,0.133307,0.0302287,0.13533,0.0648695,0.0198643,0.179745,0.191295
JOR,JOR,Jordan,food.group,fruit_veg,Asia,Western Asia,Environmental Impacts,1.20873,0.621386,1.83354,14.358,2.51202,12.4365,18.1343,3.0564,23.1672,18.5598
JOR,JOR,Jordan,food.group,grains,Asia,Western Asia,Environmental Impacts,6.44796,0.182358,2.6983,37.2161,5.79549,37.6496,40.8288,5.57677,65.4081,49.298
JOR,JOR,Jordan,food.group,legumes,Asia,Western Asia,Environmental Impacts,1.24667,0.103784,0.149136,0.000490457,0.00162639,5.94066,3.65271,0.467438,0.00239291,0.0115277
JOR,JOR,Jordan,food.group,milk,Asia,Western Asia,Environmental Impacts,8.15107,0.0442883,1.92778,5.33929,1.70337,7.60226,2.3609,17.5021,5.58517,6.11471
JOR,JOR,Jordan,food.group,nuts_seeds,Asia,Western Asia,Environmental Impacts,0.300232,0.0290698,0.0734316,0.56641,0.0682836,3.11156,1.66287,0.573801,1.45904,1.18343
JOR,JOR,Jordan,food.group,oils,Asia,Western Asia,Environmental Impacts,4.223,0.0894074,1.65138,7.48745,2.11055,19.3739,5.40131,4.73716,12.4282,15.8968
JOR,JOR,Jordan,food.group,pork_poultry,Asia,Western Asia,Environmental Impacts,23.0249,0.514369435,2.78125,4.26266872,16.41676865,20.00356614,7.37968581,8.422177,19.50615258,15.91178812
JOR,JOR,Jordan,food.group,roots,Asia,Western Asia,Environmental Impacts,0.176971,0.0520706,0.0950661,0.264117,0.044643,1.09764,0.997485,0.306865,1.23551,1.25644
JOR,JOR,Jordan,food.group,sugar,Asia,Western Asia,Environmental Impacts,1.16194,0.325189,1.04152,8.16259,1.36002,6.95668,35.6324,1.65457,18.363,14.2696
JPN,JPN,Japan,food.group,beef_lamb,Asia,Eastern Asia,Environmental Impacts,247.0082,0.30080663,40.822361,59.625311,11.59262,3.988043,1.3256283,131.21552,3.60526,3.271552
JPN,JPN,Japan,food.group,eggs,Asia,Eastern Asia,Environmental Impacts,15.2151,0.572086,10.3204,116.876,21.8902,16.6694,6.5571,6.57551,15.3691,11.8913
JPN,JPN,Japan,food.group,fish,Asia,Eastern Asia,Environmental Impacts,1.48375,0.0414179,21.9378,4.52433,1.06691,1.88268,0.992124,0.286487,2.33595,2.59382
JPN,JPN,Japan,food.group,fruit_veg,Asia,Eastern Asia,Environmental Impacts,6.85309,0.683375,8.32196,114.522,33.1786,9.8513,14.2894,2.44613,18.441,14.8008
JPN,JPN,Japan,food.group,grains,Asia,Eastern Asia,Environmental Impacts,19.8334,0.593864,9.04408,137.937,26.9605,18.2371,17.2884,2.55501,30.4794,22.9305
JPN,JPN,Japan,food.group,legumes,Asia,Eastern Asia,Environmental Impacts,4.62819,0.185732,2.60926,1.69836,5.63189,5.28346,1.97655,0.35743,0.949985,4.57648
JPN,JPN,Japan,food.group,milk,Asia,Eastern Asia,Environmental Impacts,530.199,0.234223,13.898,47.7849,14.4214,8.20947,2.54947,18.9001,6.03127,6.60311
JPN,JPN,Japan,food.group,nuts_seeds,Asia,Eastern Asia,Environmental Impacts,1.41314,0.11855,0.301287,2.76404,0.393777,1.53919,0.82257,0.283842,0.721741,0.585408
JPN,JPN,Japan,food.group,oils,Asia,Eastern Asia,Environmental Impacts,52.3024,0.265918,9.67088,122.241,25.2936,17.0484,5.0327,2.9789,10.1311,13.7541
JPN,JPN,Japan,food.group,pork_poultry,Asia,Eastern Asia,Environmental Impacts,123.7715,2.646542,35.7176,159.459,30.54953,33.8356,9.16813,29.57379,30.9044,24.6745
JPN,JPN,Japan,food.group,roots,Asia,Eastern Asia,Environmental Impacts,1.94053,0.0761351,1.19013,13.0089,5.91039,1.43356,1.30275,0.400777,1.61362,1.64096
JPN,JPN,Japan,food.group,sugar,Asia,Eastern Asia,Environmental Impacts,3.96817,1.16099,2.9657,45.2322,11.9567,4.37657,22.417,1.04092,11.5525,8.97725
KAZ,KAZ,Kazakhstan,food.group,beef_lamb,Asia,Central Asia,Environmental Impacts,1447.674,0.344954,24.67661,22.03579,2.68613,19.71336,7.33278,487.94,17.28923,15.24379
KAZ,KAZ,Kazakhstan,food.group,eggs,Asia,Central Asia,Environmental Impacts,1.40446,0.123206,0.966069,8.18621,0.958613,6.83918,2.69026,2.69781,6.30565,4.87879
KAZ,KAZ,Kazakhstan,food.group,fish,Asia,Central Asia,Environmental Impacts,0.00613028,0.000110296,0.169827,0.00714474,0.00153667,0.124836,0.0590916,0.0181199,0.167413,0.177175
KAZ,KAZ,Kazakhstan,food.group,fruit_veg,Asia,Central Asia,Environmental Impacts,2.28738,1.2723,3.50896,34.5476,6.06311,19.7175,26.4441,4.86007,36.6713,29.6041
KAZ,KAZ,Kazakhstan,food.group,grains,Asia,Central Asia,Environmental Impacts,5.33104,0.671767,3.9871,36.4495,3.97162,33.3143,30.3828,4.42625,49.7213,37.7428
KAZ,KAZ,Kazakhstan,food.group,legumes,Asia,Central Asia,Environmental Impacts,0.29508,0.0284432,0.0440662,0.0169548,0.0258928,0.48756,0.285597,0.0377133,0.0107681,0.0518745
KAZ,KAZ,Kazakhstan,food.group,milk,Asia,Central Asia,Environmental Impacts,606.576,0.152164,25.4547,11.4855,1.76417,45.5238,14.1375,104.806,33.4451,36.6161
KAZ,KAZ,Kazakhstan,food.group,nuts_seeds,Asia,Central Asia,Environmental Impacts,0.518308,0.0324188,0.209101,6.59804,0.767388,2.18274,1.16649,0.402517,1.0235,0.83017
KAZ,KAZ,Kazakhstan,food.group,oils,Asia,Central Asia,Environmental Impacts,8.04778,0.814844,1.60135,10.6982,2.02216,23.1314,6.95322,3.51086,13.3864,18.557
KAZ,KAZ,Kazakhstan,food.group,pork_poultry,Asia,Central Asia,Environmental Impacts,17.113868,0.3822221,2.831309,6.2883,1.191308,21.39435,6.76554,14.22064,20.15163,16.25629
KAZ,KAZ,Kazakhstan,food.group,roots,Asia,Central Asia,Environmental Impacts,1.61068,0.020209,0.931418,1.67625,0.234365,6.28162,5.70844,1.75614,7.07061,7.19039
KAZ,KAZ,Kazakhstan,food.group,sugar,Asia,Central Asia,Environmental Impacts,1.44402,0.337205,1.00217,9.0256,1.52334,5.14504,26.3531,1.22369,13.5809,10.5535
KEN,KEN,Kenya,food.group,beef_lamb,Africa,Eastern Africa,Environmental Impacts,116.6157,0.001969819,32.37715,0.435041,0.0844492,7.09136,2.528746,197.9795,6.29368,5.61323
KEN,KEN,Kenya,food.group,eggs,Africa,Eastern Africa,Environmental Impacts,0.174653,0.00051547,0.136912,0.108876,0.0168113,0.126029,0.0495749,0.049714,0.116198,0.0899039
KEN,KEN,Kenya,food.group,fish,Africa,Eastern Africa,Environmental Impacts,0.129679,0.00153944,0.702086,0.194471,0.0457571,0.306033,0.14179,0.0438437,0.416492,0.436939
KEN,KEN,Kenya,food.group,fruit_veg,Africa,Eastern Africa,Environmental Impacts,8.33437,1.75783,9.53985,46.91,8.0688,9.32016,15.8542,2.00775,16.4096,12.6966
KEN,KEN,Kenya,food.group,grains,Africa,Eastern Africa,Environmental Impacts,41.3979,0.443369,32.3477,142.767,19.36,35.6954,26.9754,4.68577,59.1243,44.1761
KEN,KEN,Kenya,food.group,legumes,Africa,Eastern Africa,Environmental Impacts,16.7564,0.132497,2.15014,0.00838615,0.0185587,15.0726,9.26939,1.18606,0.00478582,0.0230553
KEN,KEN,Kenya,food.group,milk,Africa,Eastern Africa,Environmental Impacts,363.503,0.011235,17.579,2.60009,0.472047,12.9792,4.03072,29.8811,9.53547,10.4396
KEN,KEN,Kenya,food.group,nuts_seeds,Africa,Eastern Africa,Environmental Impacts,1.46403,0.117646,0.561138,0.615792,0.0848515,1.9638,1.04949,0.362143,0.920842,0.7469
KEN,KEN,Kenya,food.group,oils,Africa,Eastern Africa,Environmental Impacts,14.6775,0.0589096,3.26289,17.0658,3.2968,6.89669,1.91392,1.7239,4.44963,5.66633
KEN,KEN,Kenya,food.group,pork_poultry,Africa,Eastern Africa,Environmental Impacts,0.452686,0.111179204,0.646495,0.2120463,0.2228347,0.779137,0.2366083,0.563105,0.727714,0.585412
KEN,KEN,Kenya,food.group,roots,Africa,Eastern Africa,Environmental Impacts,6.56575,0.0606242,3.41221,3.83333,0.558135,3.82647,3.47732,1.06976,4.30709,4.38006
KEN,KEN,Kenya,food.group,sugar,Africa,Eastern Africa,Environmental Impacts,4.26039,1.82963,5.66525,18.4759,3.54651,3.36748,17.2484,0.80092,8.88887,6.9074
KGZ,KGZ,Kyrgyzstan,food.group,beef_lamb,Asia,Central Asia,Environmental Impacts,32.04576,0.403253,3.72845,6.93906,0.910342,12.78667,4.8144,304.514,11.17463,9.81838
KGZ,KGZ,Kyrgyzstan,food.group,eggs,Asia,Central Asia,Environmental Impacts,0.20043,0.104797,0.137612,1.99771,0.255241,3.42799,1.34844,1.35222,3.16057,2.44539
KGZ,KGZ,Kyrgyzstan,food.group,fish,Asia,Central Asia,Environmental Impacts,0.0270347,0.000733233,0.0482506,0.0182435,0.0045922,0.0758166,0.0349998,0.0108946,0.103324,0.108283
KGZ,KGZ,Kyrgyzstan,food.group,fruit_veg,Asia,Central Asia,Environmental Impacts,0.594387,0.697816,0.911881,9.2231,1.63958,16.8682,22.1359,4.28696,31.8247,25.8342
KGZ,KGZ,Kyrgyzstan,food.group,grains,Asia,Central Asia,Environmental Impacts,2.35345,0.834509,1.41572,16.1445,2.06247,48.4831,48.8086,7.00119,83.7085,62.9395
KGZ,KGZ,Kyrgyzstan,food.group,legumes,Asia,Central Asia,Environmental Impacts,0.317401,0.075429,0.0408518,0.0013042,0.00180323,3.16089,1.93721,0.248424,0.00598227,0.0288192
KGZ,KGZ,Kyrgyzstan,food.group,milk,Asia,Central Asia,Environmental Impacts,71.9902,0.531094,3.32343,5.06161,0.704577,33.8367,10.508,77.8997,24.8589,27.2158
KGZ,KGZ,Kyrgyzstan,food.group,nuts_seeds,Asia,Central Asia,Environmental Impacts,0.177087,0.0735646,0.0377521,0.316323,0.0532795,2.85282,1.52459,0.526086,1.33771,1.08502
KGZ,KGZ,Kyrgyzstan,food.group,oils,Asia,Central Asia,Environmental Impacts,0.814605,0.0783575,0.195976,1.59441,0.300338,7.71015,2.30965,1.20427,4.48499,6.19212
KGZ,KGZ,Kyrgyzstan,food.group,pork_poultry,Asia,Central Asia,Environmental Impacts,1.437893,0.0762522,0.2555092,1.14824,0.484268,5.1695,1.4755,4.17259,4.76881,3.82037
KGZ,KGZ,Kyrgyzstan,food.group,roots,Asia,Central Asia,Environmental Impacts,0.417136,0.241263,0.241219,0.436947,0.0610924,5.42943,4.93401,1.51789,6.11139,6.21492
KGZ,KGZ,Kyrgyzstan,food.group,sugar,Asia,Central Asia,Environmental Impacts,0.651044,0.368387,0.451087,3.63425,0.644771,7.26676,37.2207,1.72832,19.1815,14.9056
KHM,KHM,Cambodia,food.group,beef_lamb,Asia,South-eastern Asia,Environmental Impacts,18.5579,0.00315492,3.94869,0.773789,0.171389,1.78223,0.586312,59.8963,1.61533,1.46929
KHM,KHM,Cambodia,food.group,eggs,Asia,South-eastern Asia,Environmental Impacts,0.16493,0.00148269,0.113415,0.293398,0.0563671,1.00823,0.396599,0.397712,0.92958,0.719231
KHM,KHM,Cambodia,food.group,fish,Asia,South-eastern Asia,Environmental Impacts,0.115491,0.00730221,1.78221,1.27878,0.302574,4.9611,2.32106,0.711461,6.71397,7.06859
KHM,KHM,Cambodia,food.group,fruit_veg,Asia,South-eastern Asia,Environmental Impacts,0.472954,0.118939,0.542637,6.72748,1.17292,4.42721,6.96101,1.10154,8.32206,6.63099
KHM,KHM,Cambodia,food.group,grains,Asia,South-eastern Asia,Environmental Impacts,0.673549,0.0498605,0.345187,5.29726,0.669566,4.0914,2.89613,0.536494,7.02644,5.22497
KHM,KHM,Cambodia,food.group,legumes,Asia,South-eastern Asia,Environmental Impacts,1.37108,0.0101618,0.356038,0.377288,0.546733,7.40423,3.80515,0.548344,0.559941,2.69747
KHM,KHM,Cambodia,food.group,milk,Asia,South-eastern Asia,Environmental Impacts,0.394799,0.00171563,0.156157,0.312518,0.0727565,0.548563,0.170357,1.26292,0.403014,0.441225
KHM,KHM,Cambodia,food.group,nuts_seeds,Asia,South-eastern Asia,Environmental Impacts,0.2869,0.0422054,0.102097,0.00361408,0.000514921,2.77984,1.48559,0.512628,1.30349,1.05727
KHM,KHM,Cambodia,food.group,oils,Asia,South-eastern Asia,Environmental Impacts,0.487198,0.00240929,0.341492,1.10324,0.276337,1.78183,0.42041,0.760429,1.3629,1.52607
KHM,KHM,Cambodia,food.group,pork_poultry,Asia,South-eastern Asia,Environmental Impacts,1.433524,0.11788909,0.695104,0.813267,6.243018,6.81561,1.656819,6.835548,6.10541,4.84191
KHM,KHM,Cambodia,food.group,roots,Asia,South-eastern Asia,Environmental Impacts,0.815245,0.00709891,0.866869,0.749428,0.104819,1.68708,1.53314,0.471654,1.89899,1.93116
KHM,KHM,Cambodia,food.group,sugar,Asia,South-eastern Asia,Environmental Impacts,1.14548,0.516507,0.985816,8.16589,1.37771,5.34175,27.3606,1.27048,14.1002,10.957
KIR,KIR,Kiribati,food.group,beef_lamb,Oceania,Micronesia,Environmental Impacts,,,,,,1.097143,0.3720567,34.58117,0.986812,0.8912689
KIR,KIR,Kiribati,food.group,eggs,Oceania,Micronesia,Environmental Impacts,,,,,,2.19291,0.862603,0.865024,2.02184,1.56433
KIR,KIR,Kiribati,food.group,fish,Oceania,Micronesia,Environmental Impacts,,,,,,0.402092,0.183589,0.0658079,0.535725,0.565408
KIR,KIR,Kiribati,food.group,fruit_veg,Oceania,Micronesia,Environmental Impacts,,,,,,10.3807,19.6035,2.25679,18.4601,14.136
KIR,KIR,Kiribati,food.group,grains,Oceania,Micronesia,Environmental Impacts,,,,,,11.5683,12.6392,1.71912,20.1448,15.1846
KIR,KIR,Kiribati,food.group,legumes,Oceania,Micronesia,Environmental Impacts,,,,,,0.812522,0.255965,0.0527679,0.181861,0.876103
KIR,KIR,Kiribati,food.group,milk,Oceania,Micronesia,Environmental Impacts,,,,,,0.220805,0.0685715,0.508344,0.16222,0.1776
KIR,KIR,Kiribati,food.group,nuts_seeds,Oceania,Micronesia,Environmental Impacts,,,,,,82.9971,44.3549,15.3054,38.918,31.5666
KIR,KIR,Kiribati,food.group,oils,Oceania,Micronesia,Environmental Impacts,,,,,,1.70588,0.125572,1.90581,2.10221,1.69325
KIR,KIR,Kiribati,food.group,pork_poultry,Oceania,Micronesia,Environmental Impacts,,,,,,22.01778,6.51578,16.70171,20.45704,16.4279
KIR,KIR,Kiribati,food.group,roots,Oceania,Micronesia,Environmental Impacts,,,,,,5.38737,4.89579,1.50613,6.06404,6.16678
KIR,KIR,Kiribati,food.group,sugar,Oceania,Micronesia,Environmental Impacts,,,,,,9.2267,47.2595,2.19447,24.355,18.9259
KNA,KNA,Saint Kitts and Nevis,food.group,beef_lamb,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,5.14553,1.942361,121.5148,4.49343,3.94513
KNA,KNA,Saint Kitts and Nevis,food.group,eggs,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,2.52058,0.991497,0.99428,2.32395,1.79808
KNA,KNA,Saint Kitts and Nevis,food.group,fish,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,1.90356,0.981297,0.287664,2.40101,2.63841
KNA,KNA,Saint Kitts and Nevis,food.group,fruit_veg,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,9.55767,15.9243,1.69511,15.4691,11.6795
KNA,KNA,Saint Kitts and Nevis,food.group,grains,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,13.813,14.6154,2.0145,23.5021,17.729
KNA,KNA,Saint Kitts and Nevis,food.group,legumes,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,5.06684,3.08445,0.397263,0.0251255,0.121041
KNA,KNA,Saint Kitts and Nevis,food.group,milk,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,6.75699,2.09839,15.5561,4.96417,5.43484
KNA,KNA,Saint Kitts and Nevis,food.group,nuts_seeds,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,9.34131,4.99215,1.72263,4.38022,3.55282
KNA,KNA,Saint Kitts and Nevis,food.group,oils,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,15.0857,4.20989,3.67117,9.66555,12.3748
KNA,KNA,Saint Kitts and Nevis,food.group,pork_poultry,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,53.836,17.55664,33.3242,51.0444,41.26628
KNA,KNA,Saint Kitts and Nevis,food.group,roots,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,1.54246,1.40171,0.431221,1.7362,1.76561
KNA,KNA,Saint Kitts and Nevis,food.group,sugar,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,12.9241,66.1979,3.07386,34.1147,26.51
KOR,KOR,Republic of Korea,food.group,beef_lamb,Asia,Eastern Asia,Environmental Impacts,130.18181,0.15809472,39.553947,28.188765,6.7512527,6.972382,2.3103424,230.90631,6.30811,5.728382
KOR,KOR,Republic of Korea,food.group,eggs,Asia,Eastern Asia,Environmental Impacts,4.27622,0.219337,2.85126,43.6156,8.19275,10.8637,4.27335,4.28535,10.0162,7.74972
KOR,KOR,Republic of Korea,food.group,fish,Asia,Eastern Asia,Environmental Impacts,0.833841,0.0182135,11.0852,3.23437,0.805315,1.64489,0.905406,0.261284,1.95725,2.22886
KOR,KOR,Republic of Korea,food.group,fruit_veg,Asia,Eastern Asia,Environmental Impacts,5.50142,0.308294,6.82421,81.6662,14.4884,18.6944,25.9091,4.88086,35.8247,29.0571
KOR,KOR,Republic of Korea,food.group,grains,Asia,Eastern Asia,Environmental Impacts,10.1601,0.326888,4.51037,67.6605,10.4893,20.7901,20.0719,2.94207,35.1749,26.4526
KOR,KOR,Republic of Korea,food.group,legumes,Asia,Eastern Asia,Environmental Impacts,1.59061,0.0594738,0.814818,0.494556,1.63998,4.05121,1.58271,0.277144,0.678389,3.26809
KOR,KOR,Republic of Korea,food.group,milk,Asia,Eastern Asia,Environmental Impacts,3.87152,0.054827,1.42298,5.83188,2.60016,1.85959,0.577501,4.28121,1.36619,1.49573
KOR,KOR,Republic of Korea,food.group,nuts_seeds,Asia,Eastern Asia,Environmental Impacts,1.41016,0.138747,0.33955,4.43742,0.620048,4.60431,2.46062,0.849079,2.159,1.75118
KOR,KOR,Republic of Korea,food.group,oils,Asia,Eastern Asia,Environmental Impacts,9.86564,0.174515,5.92136,19.9767,7.70659,17.6284,4.90462,4.35313,11.3375,14.473
KOR,KOR,Republic of Korea,food.group,pork_poultry,Asia,Eastern Asia,Environmental Impacts,76.5434,1.740671,21.87722,134.481,28.31807,46.6807,11.35649,46.77658,41.8221,33.1686
KOR,KOR,Republic of Korea,food.group,roots,Asia,Eastern Asia,Environmental Impacts,0.534201,0.0151806,0.323422,1.29027,0.190161,0.866589,0.787515,0.24227,0.975436,0.99196
KOR,KOR,Republic of Korea,food.group,sugar,Asia,Eastern Asia,Environmental Impacts,2.20777,1.10055,1.93643,27.625,4.60276,6.753,34.5891,1.60613,17.8253,13.8518
KWT,KWT,Kuwait,food.group,beef_lamb,Asia,Western Asia,Environmental Impacts,15.16233,0.03749118,3.21057,3.908248,0.955066,12.3191,4.86454,246.788,10.61174,9.19029
KWT,KWT,Kuwait,food.group,eggs,Asia,Western Asia,Environmental Impacts,0.908632,0.0608205,0.572651,8.82803,1.58415,18.3582,7.22141,7.24167,16.9261,13.096
KWT,KWT,Kuwait,food.group,fish,Asia,Western Asia,Environmental Impacts,0.0295694,0.00269153,0.305975,0.298867,0.0688889,0.577394,0.28308,0.0858565,0.754555,0.810935
KWT,KWT,Kuwait,food.group,fruit_veg,Asia,Western Asia,Environmental Impacts,0.706393,0.689443,1.04478,8.39838,1.44405,18.8432,28.1886,4.62098,35.0996,28.045
KWT,KWT,Kuwait,food.group,grains,Asia,Western Asia,Environmental Impacts,2.30805,0.0767401,0.969401,13.6099,2.11778,32.1216,34.5333,4.74413,55.7807,42.0285
KWT,KWT,Kuwait,food.group,legumes,Asia,Western Asia,Environmental Impacts,0.480974,0.0289826,0.0597112,0.00215382,0.00714223,5.67983,3.4633,0.445584,0.0239291,0.115277
KWT,KWT,Kuwait,food.group,milk,Asia,Western Asia,Environmental Impacts,8.74938,0.0118534,0.848162,1.33316,0.432687,6.84669,2.12625,15.7626,5.03007,5.50699
KWT,KWT,Kuwait,food.group,nuts_seeds,Asia,Western Asia,Environmental Impacts,0.119034,0.00143382,0.0305569,2.45749,0.349572,3.03195,1.62032,0.55912,1.42171,1.15315
KWT,KWT,Kuwait,food.group,oils,Asia,Western Asia,Environmental Impacts,1.54352,0.0235873,0.611647,3.01656,0.927045,16.6624,4.68224,3.91729,10.5826,13.641
KWT,KWT,Kuwait,food.group,pork_poultry,Asia,Western Asia,Environmental Impacts,11.654,0.380383,2.35197,2.73039,0.366748,38.7534,14.2999,16.3024,37.7917,30.8283
KWT,KWT,Kuwait,food.group,roots,Asia,Western Asia,Environmental Impacts,0.149845,0.0131699,0.086254,0.449303,0.0858761,2.16244,1.96512,0.604548,2.43405,2.47528
KWT,KWT,Kuwait,food.group,sugar,Asia,Western Asia,Environmental Impacts,0.408858,0.126081,0.360041,3.15867,0.526297,6.1303,31.3997,1.45803,16.1817,12.5745
LAO,LAO,Lao People's Democratic Republic,food.group,beef_lamb,Asia,South-eastern Asia,Environmental Impacts,11.434797,0.019172835,3.6684947,2.5873778,0.37576937,3.648337,1.2182217,118.90308,3.294393,2.986315
LAO,LAO,Lao People's Democratic Republic,food.group,eggs,Asia,South-eastern Asia,Environmental Impacts,0.123434,0.0043139,0.0849166,0.533702,0.0764742,1.57956,0.621338,0.623082,1.45634,1.1268
LAO,LAO,Lao People's Democratic Republic,food.group,fish,Asia,South-eastern Asia,Environmental Impacts,0.18598,0.00327706,0.857155,0.444365,0.102939,3.36844,1.55494,0.480184,4.5981,4.81578
LAO,LAO,Lao People's Democratic Republic,food.group,fruit_veg,Asia,South-eastern Asia,Environmental Impacts,1.81963,0.0910127,1.5925,19.9689,3.49697,28.5399,48.7847,7.12248,53.9182,42.6171
LAO,LAO,Lao People's Democratic Republic,food.group,grains,Asia,South-eastern Asia,Environmental Impacts,0.399493,0.0322182,0.214076,3.40793,0.438175,6.07863,4.02058,0.765311,9.82464,7.32723
