iso3,iso3,country,disaggregation,disagg.value,region,subregion,section,environmental_impacts_land_use,environmental_impacts_freshwater_use,environmental_impacts_ghg_emissions_lifecycle,environmental_impacts_nitrogen_application,environmental_impacts_phosphorus_application,planetary_impacts_Cropland,planetary_impacts_Freshwater,planetary_impacts_Greenhouse gases,planetary_impacts_Nitrogen,planetary_impacts_Phosphorus
CHN,CHN,China,food.group,oils,Asia,Eastern Asia,Environmental Impacts,201.941,1.6528,69.9948,472.059,123.412,7.73478,2.14665,1.93277,4.98994,6.35479
CHN,CHN,China,food.group,pork_poultry,Asia,Eastern Asia,Environmental Impacts,1568.29,60.1718,560.121,2467.86,472.332883,45.3639,10.71838,46.92649,40.442,32.01818
CHN,CHN,China,food.group,roots,Asia,Eastern Asia,Environmental Impacts,55.3799,1.20273,33.143,831.829,136.976,3.64786,3.315,1.01982,4.10604,4.1756
CHN,CHN,China,food.group,sugar,Asia,Eastern Asia,Environmental Impacts,20.9538,3.15411,18.3441,350.33,57.0769,1.36552,6.99424,0.324774,3.60444,2.80096
CMR,CMR,Cameroon,food.group,beef_lamb,Africa,Middle Africa,Environmental Impacts,24.7854,0.00368232,10.08153,2.139442,0.336711,3.99367,1.543412,86.9274,3.4631,3.01933
CMR,CMR,Cameroon,food.group,eggs,Africa,Middle Africa,Environmental Impacts,0.113968,0.00124676,0.0848439,0.794825,0.108816,0.378087,0.148725,0.149142,0.348593,0.269712
CMR,CMR,Cameroon,food.group,fish,Africa,Middle Africa,Environmental Impacts,0.0497014,0.00692501,1.27289,0.504596,0.121164,0.46759,0.227691,0.0705451,0.611608,0.656386
CMR,CMR,Cameroon,food.group,fruit_veg,Africa,Middle Africa,Environmental Impacts,7.7682,0.119808,11.8405,44.5991,7.64729,15.7712,28.9653,4.96653,32.6897,25.4787
CMR,CMR,Cameroon,food.group,grains,Africa,Middle Africa,Environmental Impacts,19.0028,0.158657,15.4566,53.1343,7.69951,39.1974,22.1728,4.29065,48.184,36.6579
CMR,CMR,Cameroon,food.group,legumes,Africa,Middle Africa,Environmental Impacts,9.27697,0.0415323,1.25043,0.0881646,0.133928,20.67,12.6193,1.62229,0.0753766,0.363122
CMR,CMR,Cameroon,food.group,milk,Africa,Middle Africa,Environmental Impacts,1.76932,0.00293072,0.96691,0.879202,0.1869,1.54564,0.48,3.55841,1.13554,1.2432
CMR,CMR,Cameroon,food.group,nuts_seeds,Africa,Middle Africa,Environmental Impacts,3.47088,0.00429736,0.84613,0.0684575,0.00975357,10.0313,5.36089,1.84987,4.70376,3.81525
CMR,CMR,Cameroon,food.group,oils,Africa,Middle Africa,Environmental Impacts,5.08888,0.0469094,1.94617,4.11492,0.996788,5.24583,1.15367,2.59622,4.25449,4.56335
CMR,CMR,Cameroon,food.group,pork_poultry,Africa,Middle Africa,Environmental Impacts,6.154757,0.40223922,1.373967,1.38432,1.632769,3.76843,1.178805,2.56445,3.54141,2.854698
CMR,CMR,Cameroon,food.group,roots,Africa,Middle Africa,Environmental Impacts,15.0257,0.14552,11.2948,6.68029,0.932656,9.00411,8.18251,2.51726,10.1351,10.3068
CMR,CMR,Cameroon,food.group,sugar,Africa,Middle Africa,Environmental Impacts,1.08143,0.10473,1.43804,13.192,2.59648,2.01643,10.3282,0.479585,5.32259,4.1361
COG,COG,Congo,food.group,beef_lamb,Africa,Middle Africa,Environmental Impacts,392.8181,0.00506715,6.00748,1.088572,0.2501788,8.3263,3.230914,178.5333,7.21118,6.27935
COG,COG,Congo,food.group,eggs,Africa,Middle Africa,Environmental Impacts,0.0104099,0.000265995,0.00785241,0.047524,0.0079418,0.151235,0.0594898,0.0596568,0.139437,0.107885
COG,COG,Congo,food.group,fish,Africa,Middle Africa,Environmental Impacts,0.00464294,0.00126314,0.356179,0.104565,0.0253475,1.33047,0.612556,0.194795,1.80883,1.89666
COG,COG,Congo,food.group,fruit_veg,Africa,Middle Africa,Environmental Impacts,0.395391,0.0213065,0.449381,3.36941,0.573212,6.63299,11.7134,1.66913,12.3802,9.53948
COG,COG,Congo,food.group,grains,Africa,Middle Africa,Environmental Impacts,1.58367,0.0442372,0.736632,9.69275,1.50687,18.1576,19.2176,2.66853,31.5302,23.7418
COG,COG,Congo,food.group,legumes,Africa,Middle Africa,Environmental Impacts,0.239451,0.00252332,0.0300337,,,2.70248,1.66313,0.21271,,
COG,COG,Congo,food.group,milk,Africa,Middle Africa,Environmental Impacts,1.4019,0.000309321,0.0699315,0.0549201,0.0124831,0.234606,0.0728572,0.540115,0.172358,0.1887
COG,COG,Congo,food.group,nuts_seeds,Africa,Middle Africa,Environmental Impacts,0.213653,0.0175943,0.0436146,0.0138497,0.00197326,2.66705,1.42531,0.491829,1.2506,1.01437
COG,COG,Congo,food.group,oils,Africa,Middle Africa,Environmental Impacts,0.328398,0.00133263,0.481946,1.02244,0.206653,2.70629,0.191888,3.05463,3.35615,2.6924
COG,COG,Congo,food.group,pork_poultry,Africa,Middle Africa,Environmental Impacts,6.1741326,0.19660754,1.5053299,0.350194,12.9892501,20.62167,7.467748,9.329597,20.020638,16.308797
COG,COG,Congo,food.group,roots,Africa,Middle Africa,Environmental Impacts,4.20636,0.00637541,3.22244,1.63522,0.227698,15.5773,14.1559,4.3549,17.5338,17.8309
COG,COG,Congo,food.group,sugar,Africa,Middle Africa,Environmental Impacts,0.336242,0.150124,0.447117,1.15738,0.2331,2.64195,13.5322,0.62836,6.97375,5.41919
COL,COL,Colombia,food.group,beef_lamb,Latin America and the Caribbean,South America,Environmental Impacts,367.8862,0.141559692,74.38503,16.132181,3.1115307,7.274121,2.4087078,241.23368,6.582218,5.978221
COL,COL,Colombia,food.group,eggs,Latin America and the Caribbean,South America,Environmental Impacts,7.55237,0.13598,3.55382,16.8227,2.98991,11.7711,4.63029,4.64329,10.8529,8.39702
COL,COL,Colombia,food.group,fish,Latin America and the Caribbean,South America,Environmental Impacts,1.24647,0.0117455,1.82898,3.60979,0.723024,0.514099,0.2398,0.0737307,0.6969,0.732923
COL,COL,Colombia,food.group,fruit_veg,Latin America and the Caribbean,South America,Environmental Impacts,15.4318,1.22656,18.3895,78.1272,12.5809,18.5741,37.2027,4.66787,34.447,25.7102
COL,COL,Colombia,food.group,grains,Latin America and the Caribbean,South America,Environmental Impacts,13.4681,0.528202,6.08378,93.5061,14.2772,23.7795,19.4541,3.18,39.1973,29.3724
COL,COL,Colombia,food.group,legumes,Latin America and the Caribbean,South America,Environmental Impacts,4.86177,0.0877412,0.71942,0.1007,0.333927,6.40502,3.82448,0.498764,0.0873412,0.42076
COL,COL,Colombia,food.group,milk,Latin America and the Caribbean,South America,Environmental Impacts,198.868,0.259587,27.5567,10.596,5.48073,17.3436,5.38608,39.9288,12.7418,13.9499
COL,COL,Colombia,food.group,nuts_seeds,Latin America and the Caribbean,South America,Environmental Impacts,1.0949,0.0961792,0.458887,1.73224,0.246804,2.68695,1.43595,0.4955,1.25994,1.02194
COL,COL,Colombia,food.group,oils,Latin America and the Caribbean,South America,Environmental Impacts,6.77626,0.0993808,5.14508,11.5069,6.54492,11.4332,2.78636,4.50169,8.48944,9.71764
COL,COL,Colombia,food.group,pork_poultry,Latin America and the Caribbean,South America,Environmental Impacts,58.3619,1.7884,18.61686,11.2512,2.1160516,36.37782,11.9273,22.2215,34.53176,27.92753
COL,COL,Colombia,food.group,roots,Latin America and the Caribbean,South America,Environmental Impacts,6.30612,0.0433343,4.38192,3.7361,0.53764,4.46316,4.05591,1.24776,5.02375,5.10886
COL,COL,Colombia,food.group,sugar,Latin America and the Caribbean,South America,Environmental Impacts,6.44465,2.27565,16.3991,80.0421,16.1208,12.4203,63.6173,2.95404,32.7848,25.4766
CPV,CPV,Cabo Verde,food.group,beef_lamb,Africa,Western Africa,Environmental Impacts,0.414724,5.70E-05,0.1072028,0.01022462,0.00304687,2.377619,0.906753,54.2462,2.070004,1.811958
CPV,CPV,Cabo Verde,food.group,eggs,Africa,Western Africa,Environmental Impacts,0.0162149,0.000441493,0.0120822,0.113776,0.0175693,3.64644,1.43437,1.43839,3.36198,2.60122
CPV,CPV,Cabo Verde,food.group,fish,Africa,Western Africa,Environmental Impacts,0.00122272,2.56E-05,0.020038,0.0102342,0.00201549,0.287054,0.145124,0.0445609,0.364398,0.39812
CPV,CPV,Cabo Verde,food.group,fruit_veg,Africa,Western Africa,Environmental Impacts,0.0712736,0.00493202,0.106926,0.424267,0.0742362,10.3038,16.0965,2.341,18.535,14.5947
CPV,CPV,Cabo Verde,food.group,grains,Africa,Western Africa,Environmental Impacts,0.148733,0.00395764,0.086436,0.929017,0.14172,24.5216,20.2118,3.31937,41.4795,31.0228
CPV,CPV,Cabo Verde,food.group,legumes,Africa,Western Africa,Environmental Impacts,0.0908598,0.00159886,0.0111837,2.12E-05,7.03E-05,11.6961,7.19466,0.920446,0.00239291,0.0115277
CPV,CPV,Cabo Verde,food.group,milk,Africa,Western Africa,Environmental Impacts,0.604761,0.000653807,0.0812164,0.125785,0.0272438,7.43838,2.31,17.1248,5.46477,5.9829
CPV,CPV,Cabo Verde,food.group,nuts_seeds,Africa,Western Africa,Environmental Impacts,0.0163471,0.00347054,0.00766502,0.0168383,0.00239905,3.92096,2.09543,0.723063,1.83857,1.49128
CPV,CPV,Cabo Verde,food.group,oils,Africa,Western Africa,Environmental Impacts,0.0822788,0.00113784,0.0302918,0.10963,0.0592766,10.6476,3.19182,1.65351,6.18721,8.54932
CPV,CPV,Cabo Verde,food.group,pork_poultry,Africa,Western Africa,Environmental Impacts,0.4820788,0.01467583,0.1364573,0.273663,1.126694,23.28705,6.96674,17.31619,21.68382,17.4259
CPV,CPV,Cabo Verde,food.group,roots,Africa,Western Africa,Environmental Impacts,0.0254302,0.000734636,0.0150421,0.0186527,0.0029063,2.29554,2.08608,0.641758,2.58387,2.62764
CPV,CPV,Cabo Verde,food.group,sugar,Africa,Western Africa,Environmental Impacts,0.0326322,0.00605319,0.0433927,0.199726,0.0349398,3.79516,19.439,0.902639,10.0178,7.78467
CRI,CRI,Costa Rica,food.group,beef_lamb,Latin America and the Caribbean,Central America,Environmental Impacts,10.2335,0.010258602,1.9491,2.05815397,0.388281419,5.0208432,1.6528518,168.508863,4.5498878,4.13793236
CRI,CRI,Costa Rica,food.group,eggs,Latin America and the Caribbean,Central America,Environmental Impacts,0.565838,0.00860711,0.286586,1.73577,0.325927,9.43538,3.71151,3.72192,8.69932,6.73081
CRI,CRI,Costa Rica,food.group,fish,Latin America and the Caribbean,Central America,Environmental Impacts,0.559977,0.00484471,0.756206,0.684028,0.159301,1.07491,0.514904,0.155735,1.43221,1.52221
CRI,CRI,Costa Rica,food.group,fruit_veg,Latin America and the Caribbean,Central America,Environmental Impacts,1.89419,0.103678,3.3732,11.5479,1.86057,17.3132,31.8575,3.69536,30.1987,22.8329
CRI,CRI,Costa Rica,food.group,grains,Latin America and the Caribbean,Central America,Environmental Impacts,1.31706,0.0412497,0.591515,9.05983,1.39871,18.1066,16.0811,2.45004,29.0133,21.8567
CRI,CRI,Costa Rica,food.group,legumes,Latin America and the Caribbean,Central America,Environmental Impacts,1.05619,0.0442361,0.163968,0.0265484,0.0880365,11.2345,6.57181,0.86859,0.254845,1.2277
CRI,CRI,Costa Rica,food.group,milk,Latin America and the Caribbean,Central America,Environmental Impacts,6.5135,0.0349052,4.67613,4.02878,1.52587,26.3362,8.17876,60.6319,19.3485,21.183
CRI,CRI,Costa Rica,food.group,nuts_seeds,Latin America and the Caribbean,Central America,Environmental Impacts,0.105907,0.00821943,0.0342276,0.262694,0.033555,1.89082,1.01048,0.348685,0.886622,0.719144
CRI,CRI,Costa Rica,food.group,oils,Latin America and the Caribbean,Central America,Environmental Impacts,0.834117,0.0198057,0.742618,1.4836,0.935767,15.4142,4.13026,4.47984,10.3694,12.788
CRI,CRI,Costa Rica,food.group,pork_poultry,Latin America and the Caribbean,Central America,Environmental Impacts,3.21316,0.1954933,1.886663,3.720061,2.433613,32.4709,10.08303,22.43982,30.46799,24.54752
CRI,CRI,Costa Rica,food.group,roots,Latin America and the Caribbean,Central America,Environmental Impacts,0.199995,0.00141645,0.131708,0.177144,0.028897,1.33388,1.21217,0.372909,1.50142,1.52685
CRI,CRI,Costa Rica,food.group,sugar,Latin America and the Caribbean,Central America,Environmental Impacts,0.466007,0.346375,1.15919,4.36295,0.878714,8.80876,45.1188,2.09507,23.2518,18.0686
CUB,CUB,Cuba,food.group,beef_lamb,Latin America and the Caribbean,Caribbean,Environmental Impacts,50.6185,0.0856322,10.18753,6.50145,1.09619,6.69054,2.55185,152.5907,5.82473,5.09846
CUB,CUB,Cuba,food.group,eggs,Latin America and the Caribbean,Caribbean,Environmental Impacts,0.703877,0.0594688,0.362335,3.35871,0.596266,8.38514,3.29838,3.30764,7.73101,5.98161
CUB,CUB,Cuba,food.group,fish,Latin America and the Caribbean,Caribbean,Environmental Impacts,0.230065,0.00235323,0.347579,0.343235,0.0789628,0.39451,0.18702,0.0572601,0.528616,0.559744
CUB,CUB,Cuba,food.group,fruit_veg,Latin America and the Caribbean,Caribbean,Environmental Impacts,2.30156,0.465646,3.17065,14.4011,2.47986,22.5193,38.5165,5.956,42.7185,32.96
CUB,CUB,Cuba,food.group,grains,Latin America and the Caribbean,Caribbean,Environmental Impacts,2.47521,0.067134,1.07772,16.0673,2.47156,24.2794,22.4625,3.42399,42.0445,31.5064
CUB,CUB,Cuba,food.group,legumes,Latin America and the Caribbean,Caribbean,Environmental Impacts,2.26913,0.0640151,0.309659,0.0103752,0.0344049,18.6401,11.3733,1.46267,0.0729837,0.351594
CUB,CUB,Cuba,food.group,milk,Latin America and the Caribbean,Caribbean,Environmental Impacts,8.16581,0.212003,2.89351,7.84699,1.71155,14.3385,4.45286,33.0106,10.5341,11.5329
CUB,CUB,Cuba,food.group,nuts_seeds,Latin America and the Caribbean,Caribbean,Environmental Impacts,0.150224,0.0244851,0.0735296,0.104599,0.0144812,3.19117,1.70541,0.588482,1.49637,1.21371
CUB,CUB,Cuba,food.group,oils,Latin America and the Caribbean,Caribbean,Environmental Impacts,0.676993,0.0132325,0.446101,0.670012,0.739389,8.86912,2.66043,1.36997,5.14879,7.11989
CUB,CUB,Cuba,food.group,pork_poultry,Latin America and the Caribbean,Caribbean,Environmental Impacts,13.23224,0.574575,3.57364,12.8445,2.46692,39.7362,11.67941,30.51139,36.8691,29.5941
CUB,CUB,Cuba,food.group,roots,Latin America and the Caribbean,Caribbean,Environmental Impacts,1.10423,0.0289564,0.75469,0.639553,0.0892417,5.55908,5.05183,1.55414,6.25732,6.36332
CUB,CUB,Cuba,food.group,sugar,Latin America and the Caribbean,Caribbean,Environmental Impacts,0.661747,0.588351,1.63403,5.363,1.08013,8.90482,45.6108,2.11792,23.5053,18.2656
CYP,CYP,Cyprus,food.group,beef_lamb,Asia,Western Asia,Environmental Impacts,1.961026,0.002873403,0.576417,0.472666,0.1158528,6.31023,2.402399,144.821,5.49662,4.81387
CYP,CYP,Cyprus,food.group,eggs,Asia,Western Asia,Environmental Impacts,0.0846477,0.00381224,0.0627736,0.754504,0.135829,6.66274,2.62086,2.62821,6.14298,4.75292
CYP,CYP,Cyprus,food.group,fish,Asia,Western Asia,Environmental Impacts,0.0639901,0.0010407,0.188466,0.228407,0.0493543,1.32215,0.687414,0.20001,1.65783,1.82874
CYP,CYP,Cyprus,food.group,fruit_veg,Asia,Western Asia,Environmental Impacts,0.175794,0.0646513,0.215339,1.46106,0.268959,13.8343,22.714,3.0335,24.5174,19.0949
CYP,CYP,Cyprus,food.group,grains,Asia,Western Asia,Environmental Impacts,0.713057,0.0270114,0.315593,4.64258,0.694401,45.9474,44.3289,6.3748,73.7676,55.7365
CYP,CYP,Cyprus,food.group,legumes,Asia,Western Asia,Environmental Impacts,0.0700724,0.00166885,0.00885915,0.000204521,0.000678205,2.92182,1.78687,0.229459,0.00837518,0.0403468
CYP,CYP,Cyprus,food.group,milk,Asia,Western Asia,Environmental Impacts,0.53051,0.0113948,0.405663,1.29243,0.561258,16.5483,5.13911,38.098,12.1576,13.3103
CYP,CYP,Cyprus,food.group,nuts_seeds,Asia,Western Asia,Environmental Impacts,0.052245,0.00040588,0.00907614,0.0941538,0.0127287,4.22615,2.25852,0.779342,1.98168,1.60735
CYP,CYP,Cyprus,food.group,oils,Asia,Western Asia,Environmental Impacts,0.409326,0.00341891,0.1222,1.36843,0.2961,18.6599,5.60911,2.83219,10.7987,14.9698
CYP,CYP,Cyprus,food.group,pork_poultry,Asia,Western Asia,Environmental Impacts,2.589334,0.0528697,0.785155,2.804822,2.583003,53.5044,13.84763,49.771,48.4596,38.5788
CYP,CYP,Cyprus,food.group,roots,Asia,Western Asia,Environmental Impacts,0.0422898,0.000919828,0.0185241,0.120744,0.0244557,1.27741,1.16085,0.357123,1.43786,1.46222
CYP,CYP,Cyprus,food.group,sugar,Asia,Western Asia,Environmental Impacts,0.00665439,0.0557788,0.00859003,1.40011,0.23328,10.0154,51.2992,2.38205,26.4368,20.5436
CZE,CZE,Czechia,food.group,beef_lamb,Europe,Eastern Europe,Environmental Impacts,10.72824,0.00888944,4.86914,13.30676,1.492244,6.68289,2.4428,174.277,5.89044,5.21887
CZE,CZE,Czechia,food.group,eggs,Europe,Eastern Europe,Environmental Impacts,0.67285,0.00770707,0.500873,8.36957,0.914269,7.39371,2.90839,2.91655,6.81692,5.27436
CZE,CZE,Czechia,food.group,fish,Europe,Eastern Europe,Environmental Impacts,0.29409,0.0019746,0.529321,0.299927,0.0524431,0.437281,0.205484,0.0641678,0.587503,0.620654
CZE,CZE,Czechia,food.group,fruit_veg,Europe,Eastern Europe,Environmental Impacts,0.950527,0.148589,1.08593,9.03051,1.59428,12.1292,19.3628,2.63121,21.3715,16.6788
CZE,CZE,Czechia,food.group,grains,Europe,Eastern Europe,Environmental Impacts,4.50979,0.000963341,2.3958,24.4414,2.03691,32.7831,30.5943,4.41022,49.6945,37.701
CZE,CZE,Czechia,food.group,legumes,Europe,Eastern Europe,Environmental Impacts,0.202506,0.0168872,0.0422577,0.00974549,0.0323168,2.05041,1.18958,0.158075,0.0538404,0.259373
CZE,CZE,Czechia,food.group,milk,Europe,Eastern Europe,Environmental Impacts,5.06261,0.0403936,5.61467,11.2407,2.87802,25.4478,7.90287,58.5866,18.6958,20.4684
CZE,CZE,Czechia,food.group,nuts_seeds,Europe,Eastern Europe,Environmental Impacts,0.213463,0.0180269,0.068534,1.24186,0.128342,1.22074,0.652383,0.225116,0.572415,0.464289
CZE,CZE,Czechia,food.group,oils,Europe,Eastern Europe,Environmental Impacts,1.7329,0.0131693,0.829544,9.26005,1.35412,20.0811,6.03631,3.04789,11.6212,16.1099
CZE,CZE,Czechia,food.group,pork_poultry,Europe,Eastern Europe,Environmental Impacts,30.49675,0.3154652,6.0022,35.4528,15.61806,57.824,14.2603,57.05074,51.9272,41.2166
CZE,CZE,Czechia,food.group,roots,Europe,Eastern Europe,Environmental Impacts,0.654088,0.000193715,0.304846,2.24584,0.454441,3.68992,3.35322,1.03158,4.15338,4.22375
CZE,CZE,Czechia,food.group,sugar,Europe,Eastern Europe,Environmental Impacts,0.508784,0.634961,0.642021,3.8723,0.720637,7.46899,38.2565,1.77642,19.7153,15.3204
DEU,DEU,Germany,food.group,beef_lamb,Europe,Western Europe,Environmental Impacts,84.4961,0.0755661,35.69088,51.43929,5.9473,7.14152,2.485868,211.8973,6.37965,5.72521
DEU,DEU,Germany,food.group,eggs,Europe,Western Europe,Environmental Impacts,6.47488,0.129998,4.80738,73.5546,8.39531,11.099,4.36589,4.37815,10.2331,7.91754
DEU,DEU,Germany,food.group,fish,Europe,Western Europe,Environmental Impacts,0.442316,0.0146052,2.93491,3.23566,0.646648,0.744117,0.353101,0.109249,0.994091,1.054
DEU,DEU,Germany,food.group,fruit_veg,Europe,Western Europe,Environmental Impacts,8.49853,1.46134,10.0975,86.1676,14.6115,15.2461,23.8739,3.1548,26.2773,20.419
DEU,DEU,Germany,food.group,grains,Europe,Western Europe,Environmental Impacts,34.5926,0.183305,18.0541,210.698,17.9817,37.5712,33.4671,4.97917,56.7683,43.0019
DEU,DEU,Germany,food.group,legumes,Europe,Western Europe,Environmental Impacts,0.675865,0.0172972,0.193694,0.164693,0.546133,1.22108,0.595708,0.0889725,0.116056,0.559092
DEU,DEU,Germany,food.group,milk,Europe,Western Europe,Environmental Impacts,31.0499,0.221388,28.6956,89.1278,16.7946,29.5051,9.16287,67.9274,21.6766,23.7318
DEU,DEU,Germany,food.group,nuts_seeds,Europe,Western Europe,Environmental Impacts,2.83103,0.112461,0.60214,30.7829,4.31746,3.53617,1.88978,0.652102,1.65814,1.34493
DEU,DEU,Germany,food.group,oils,Europe,Western Europe,Environmental Impacts,16.6301,0.148577,7.24488,66.3809,9.85208,18.452,5.5466,2.80062,10.6784,14.803
DEU,DEU,Germany,food.group,pork_poultry,Europe,Western Europe,Environmental Impacts,98.8284,1.812251,34.4185,199.337,20.9380408,51.0545,12.37109,51.38799,45.7094,36.2428
DEU,DEU,Germany,food.group,roots,Europe,Western Europe,Environmental Impacts,4.7364,0.0178481,2.13183,15.702,3.17754,3.38396,3.07518,0.946045,3.809,3.87353
DEU,DEU,Germany,food.group,sugar,Europe,Western Europe,Environmental Impacts,3.05437,0.0601529,3.86079,27.7032,5.15557,7.44203,38.1184,1.77001,19.6441,15.2651
DJI,DJI,Dijibouti,food.group,beef_lamb,Africa,Eastern Africa,Environmental Impacts,33.67447,0.000461886,1.688287,0.08569252,0.022920952,6.81398,2.59025,157.1938,5.93811,5.20285
DJI,DJI,Dijibouti,food.group,eggs,Africa,Eastern Africa,Environmental Impacts,,0.00108738,,0.186009,0.0306844,2.10049,0.826248,0.828567,1.93663,1.4984
DJI,DJI,Dijibouti,food.group,fish,Africa,Eastern Africa,Environmental Impacts,0.00167252,2.56E-05,0.0122384,0.00240951,0.000545618,0.0283774,0.0136616,0.0045011,0.0369456,0.0396539
DJI,DJI,Dijibouti,food.group,fruit_veg,Africa,Eastern Africa,Environmental Impacts,0.0757892,0.0427937,0.11146,0.926062,0.157152,7.67689,11.0258,1.87099,14.2343,11.4064
DJI,DJI,Dijibouti,food.group,grains,Africa,Eastern Africa,Environmental Impacts,0.612598,0.0174828,0.25589,3.69102,0.575499,39.8965,42.0691,5.80872,67.771,51.124
DJI,DJI,Dijibouti,food.group,legumes,Africa,Eastern Africa,Environmental Impacts,0.167418,0.0157141,0.0213961,,,12.1565,7.48123,0.956834,,
DJI,DJI,Dijibouti,food.group,milk,Africa,Eastern Africa,Environmental Impacts,1.50591,0.000610676,0.133634,0.106506,0.0242343,3.56221,1.10625,8.20101,2.61706,2.86519
DJI,DJI,Dijibouti,food.group,nuts_seeds,Africa,Eastern Africa,Environmental Impacts,0.00144966,2.13E-06,0.000586477,0.00103591,0.000147592,0.00663446,0.00354556,0.00122346,0.00311095,0.00252331
DJI,DJI,Dijibouti,food.group,oils,Africa,Eastern Africa,Environmental Impacts,0.111171,0.00284542,0.135394,0.563275,0.111543,7.9694,1.60916,4.55441,6.87654,7.0529
DJI,DJI,Dijibouti,food.group,pork_poultry,Africa,Eastern Africa,Environmental Impacts,0.17661351,0.003632412,0.0356769,0.00619491,1.40346443,2.6812967,0.9780502,1.1803853,2.607603,2.1253045
DJI,DJI,Dijibouti,food.group,roots,Africa,Eastern Africa,Environmental Impacts,0.0164085,0.000580414,0.00973823,0.0446005,0.00902765,0.924784,0.8404,0.25854,1.04094,1.05857
DJI,DJI,Dijibouti,food.group,sugar,Africa,Eastern Africa,Environmental Impacts,0.144052,0.0322885,0.191501,0.810475,0.135038,6.64322,34.0269,1.58002,17.5356,13.6266
DMA,DMA,Dominica,food.group,beef_lamb,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,4.531229,1.567866,136.3821,4.054233,3.64377
DMA,DMA,Dominica,food.group,eggs,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,3.0331,1.1931,1.19645,2.79649,2.16369
DMA,DMA,Dominica,food.group,fish,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,0.432081,0.20702,0.064112,0.57271,0.609955
DMA,DMA,Dominica,food.group,fruit_veg,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,43.9251,92.8882,9.45268,77.8325,58.1858
DMA,DMA,Dominica,food.group,grains,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,13.7712,13.5927,1.93769,22.5423,17.0173
DMA,DMA,Dominica,food.group,legumes,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,4.33079,2.6636,0.3408,0.00119645,0.00576383
DMA,DMA,Dominica,food.group,milk,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,11.6268,3.61072,26.7675,8.54187,9.35175
DMA,DMA,Dominica,food.group,nuts_seeds,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,11.6435,6.22246,2.14717,5.45972,4.42841
DMA,DMA,Dominica,food.group,oils,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,7.34818,2.04244,1.82306,4.73165,6.03458
DMA,DMA,Dominica,food.group,pork_poultry,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,42.92017,14.30286,25.1518,40.88744,33.10592
DMA,DMA,Dominica,food.group,roots,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,7.89495,7.17456,2.20717,8.88658,9.03713
DMA,DMA,Dominica,food.group,sugar,Latin America and the Caribbean,Caribbean,Environmental Impacts,,,,,,11.2222,57.4804,2.66907,29.6222,23.019
DNK,DNK,Denmark,food.group,beef_lamb,Europe,Northern Europe,Environmental Impacts,8.14841,0.04423118,4.960661,7.56735,1.0308566,11.44433,3.88859,359.1428,10.28827,9.287768
DNK,DNK,Denmark,food.group,eggs,Europe,Northern Europe,Environmental Impacts,0.654138,0.0419147,0.48585,7.52927,0.917983,13.3423,5.24833,5.26306,12.3014,9.51783
DNK,DNK,Denmark,food.group,fish,Europe,Northern Europe,Environmental Impacts,0.0189207,0.00452728,0.499985,0.353551,0.0808134,0.82391,0.440054,0.127519,1.00862,1.12884
DNK,DNK,Denmark,food.group,fruit_veg,Europe,Northern Europe,Environmental Impacts,0.649676,0.128815,0.80942,6.55897,1.11822,13.9147,21.5819,3.19315,25.1407,19.8373
DNK,DNK,Denmark,food.group,grains,Europe,Northern Europe,Environmental Impacts,3.99468,0.119783,1.95487,20.9861,1.79078,38.0442,32.9423,4.92724,55.1665,41.9074
DNK,DNK,Denmark,food.group,legumes,Europe,Northern Europe,Environmental Impacts,0.0800604,0.00692966,0.0152101,0.00182464,0.00605065,1.04319,0.617899,0.0810048,0.0179468,0.0864575
DNK,DNK,Denmark,food.group,milk,Europe,Northern Europe,Environmental Impacts,2.33364,0.0978904,3.4038,15.2783,3.92195,42.1307,13.0838,96.9944,30.9522,33.8869
DNK,DNK,Denmark,food.group,nuts_seeds,Europe,Northern Europe,Environmental Impacts,0.132389,0.00209556,0.0172216,2.15696,0.301375,2.53436,1.3544,0.46736,1.18838,0.963905
DNK,DNK,Denmark,food.group,oils,Europe,Northern Europe,Environmental Impacts,0.252151,0.00564022,0.09597,0.590551,0.0808253,2.10285,0.632111,0.319169,1.21694,1.687
DNK,DNK,Denmark,food.group,pork_poultry,Europe,Northern Europe,Environmental Impacts,10.54701,0.2908886,2.66308,12.3431,4.43904,45.9298,12.64725,39.21023,42.0783,33.6308
DNK,DNK,Denmark,food.group,roots,Europe,Northern Europe,Environmental Impacts,0.563561,0.0177138,0.277883,2.0209,0.409269,3.27967,2.98041,0.916889,3.69161,3.75415
DNK,DNK,Denmark,food.group,sugar,Europe,Northern Europe,Environmental Impacts,0.328176,0.041715,0.418046,2.79492,0.520134,9.4778,48.5457,2.25419,25.0178,19.4409
